m_ll,m_jj,pt_l1,pt_l2,pt_j1,pt_j2,pt_ll,eta_l1,eta_l2,eta_j1,eta_j2,delta_eta_jj,delta_phi_jj,cross_section_weight
141.25171464457932,500.05146814174486,33.851537129543225,47.40873466744438,44.306490253413635,32.41030312167451,20.418538101045392,-1.6089315627080372,0.7407408672749717,-3.410642301503548,1.7387000793219645,-5.149342380825512,-3.5830998833421748,0.0057549295
90.78937972869898,1707.2115717264412,19.68681004224756,37.94682774649242,144.45795203460517,153.45030611788815,18.534977716924203,1.1061590715022516,-1.0838482531846303,-3.1182584419512214,1.7453133843360042,-4.863571826287226,3.250504725110623,0.0057549295
90.80509336320905,470.5044561577892,26.731131244737686,77.14597888611617,132.89792730009157,100.49421886308349,50.47960817773473,0.12479675728508764,0.16480799436403204,-0.7482242627558202,1.93412069855941,-2.68234496131523,-3.478108105450885,0.0057549295
89.03563895062915,347.9730000114358,65.44462346095261,19.570236456770807,42.12350611928048,93.31585867686378,51.516663793912926,-0.5728670046944255,0.906650969935591,-0.03992417625828326,3.3196873704382974,-3.3596115466965806,3.2336797459984976,0.0057549295
99.94077764189264,1994.998333575269,67.4722401174551,22.64250382378553,55.640239291159084,28.52593613542649,59.277692990527775,1.3740293798794676,-0.30025449255824044,3.9292482179617565,-3.8977287983099567,7.826977016271713,-4.587403135707269,0.0057549295
90.75301504989376,819.0779355436132,20.27421151098611,50.996164429884665,155.15416396996653,182.00306403020406,33.371935335884764,-0.45818314858771353,-2.243684879025349,0.2283499639778662,-2.8501504088517184,3.0785003728295846,-3.023579821910454,0.0057549295
91.91474765221946,872.4354693084648,19.28660270563544,72.8799595029905,79.27069412184233,88.75554467393499,71.94345164573546,1.2333928544367998,-0.46522399567528405,-0.9066358773931766,3.7652240532492813,-4.671859930642458,4.01975606131667,0.0057549295
93.30086304963386,795.8553187888012,73.17591858022672,59.11215324875627,87.41369112506574,74.58707366175528,128.55039129342316,-0.4076934623644385,-1.6608777464156925,2.328713761169513,-2.252626311806323,4.581340072975836,4.969891949311158,0.0057549295
91.2182766329361,442.7566748897419,119.59608501208065,40.14047678571076,130.75169739504838,207.20814561451354,155.12765586750746,-0.7666504128221064,0.3677679262872051,-1.283211874154585,0.4631463060024173,-1.7463581801570023,-2.2966403323958815,0.0057549295
93.00391786191761,950.7268220166906,42.767153583202706,35.406003808833304,144.05389139417332,131.147822809373,28.955437939613322,-0.3761842178467915,-1.757201050788993,-1.2953593868683282,2.530179974731261,-3.8255393615995894,-2.952733083094614,0.0057549295
91.12409072844794,858.7929337828919,36.242757797599396,49.68776026130318,133.4589961398413,117.11110044722494,22.7144149666453,-0.04436625887397632,-0.9099153745298083,2.236869475733226,-1.5738230542543468,3.810692529987573,-3.267817655831851,0.0057549295
53.03318952213429,1152.8015789254189,55.03699860562767,29.292750490338882,189.88722793613297,121.59610461622312,72.77488319069545,-0.7878813373837926,-0.020386401126071232,-1.8385796418793439,2.178988412789667,-4.0175680546690105,-2.975892998708198,0.0057549295
93.3274010681175,330.15915365202335,40.83141818714554,74.98397937670241,82.02938037160172,147.28255862171596,71.62968403249928,-1.5604981654057515,-1.1889231999488084,0.08259545950966925,-1.856269724830893,1.9388651843405622,-2.871991581975915,0.0057549295
88.7837006598875,317.8366104897167,21.71981217530788,55.988935998347365,65.43460724651823,32.36942212999371,34.94600988202187,-2.049259685169773,-0.5936106305376839,-3.5683139209091896,0.25449982624299017,-3.8228137471521797,-2.8952202303916343,0.0057549295
92.03844695975343,877.2462649302249,25.681483677160465,39.911638275437575,131.70552937190408,143.9033591443559,36.65498152031933,2.357569906508574,0.37799204741161985,-1.544773230361956,2.1095431340707123,-3.654316364432668,3.393335800949973,0.0057549295
92.48948182910857,936.0932753884797,99.62735297006819,18.614316187897174,139.37488735359145,37.33054100710085,106.59909151210059,-1.7455092591321455,-0.135824897440381,-2.4690662814820628,2.6464994892803384,-5.115565770762402,-3.572289744654366,0.0057549295
319.46876816022126,592.9886891583077,211.93607919018632,77.36561407046239,250.73282243362192,76.83009833055482,208.1897441208145,0.10792553064618875,1.8279003732923966,2.178571546643059,-0.647231112722521,2.8258026593655803,3.991618914183699,0.0057549295
88.91217603419761,795.5236388889489,48.37391010053764,37.65235591636532,96.7239567924804,98.1566459994847,11.41028465733227,-0.7766922636203684,-0.1944738793591614,-1.8163107090272268,2.3527709919843804,-4.169081701011607,3.2578347414972955,0.0057549295
91.02492899364746,520.4064624364469,26.79707722874141,96.0829143747164,118.0311168681352,32.70355333683505,91.89653945250804,0.9068307825539166,1.6831005621743766,-1.3372644777102207,2.888805281883176,-4.226069759593397,-3.6979189453901946,0.0057549295
80.38408902751428,2082.2977015705683,22.317093600425043,68.11973330785423,98.69023532519033,76.72053411851941,54.51726239843041,0.4049424931131342,1.2848379670801888,-2.9067327050739236,3.4406407079357555,-6.347373413009679,2.5600285182223623,0.0057549295
91.50989751806271,555.3757222016081,10.945763437784587,168.16687959859075,154.1019603555264,223.21234944197863,174.7640915019267,1.9244878816013107,0.2138302853866124,1.2595486919268264,-0.7665218844493062,2.0260705763761324,-2.2465211455628675,0.0057549295
91.73872633976787,605.4506834878082,83.61779365491125,25.35771440734169,159.0250230532596,201.557776589361,59.70896111463516,1.4622309350394325,1.2396385229816271,2.756498399761563,0.517415964226023,2.23908243553554,-2.9069852898768724,0.0057549295
90.08358333439027,1111.8771182497499,49.70893165170769,123.23044522004335,33.325525133573514,175.95464750579524,147.62463834053645,1.153771153570625,1.1507003860208327,2.077187569676093,-3.2655014455004965,5.342689015176589,-2.6390535601987857,0.0057549295
