m_ll,m_jj,pt_l1,pt_l2,pt_j1,pt_j2,pt_ll,eta_l1,eta_l2,eta_j1,eta_j2,delta_eta_jj,delta_phi_jj,cross_section_weight
91.63521038451343,667.7227802418765,76.91583785849981,70.16863795357412,79.8614513699559,114.11979378933579,116.21713192190475,1.229191449847879,1.0061564072716478,3.5757374391561445,-0.3007278917165873,3.876465330872732,-1.9001149068410865,0.5259083
96.2785172986307,2420.8683294389853,122.66909882198564,33.74549794640896,208.67039216247147,330.8181895486879,145.45461172163735,0.8295050210416312,1.9671675872221304,2.528491062997697,-1.8900513593303832,4.4185424223280805,-2.839868560902855,0.5259083
93.13684151979444,1354.262004763688,24.359742082498208,101.94189133193832,94.10558521510242,64.5548572632758,85.31314957380813,-0.21660662303381492,-0.19979179352507123,-1.5932600942822792,4.1136826893918395,-5.706942783674119,2.0632959214970987,0.5259083
92.80540501291642,732.8126059799387,90.88110190150152,22.37835301158687,233.3022556623677,268.5927198274038,104.81463444896067,1.747503898942335,0.1114917965449562,2.2292354139708928,0.34624218562635406,1.8829932283445387,2.744728272946697,0.5259083
89.97539250998372,540.14782897986,68.022581589581,49.69371898526752,172.31605891716055,118.03470109345147,93.48594508216826,0.12613772010208152,1.0333274042024982,-0.842621270427447,1.6870825593967482,-2.529703829824195,2.6013559369499433,0.5259083
91.61745228805282,308.28916951443125,22.777011919636276,104.05893941977014,59.67291395516692,95.6180960383497,106.87012473981677,1.1807967307062381,-0.0029553770121577695,-2.2602465280744584,0.5352800433703178,-2.795526571444776,1.6834155889915732,0.5259083
95.23923932997337,551.6318268164308,74.38041276254057,35.58192374160658,67.5937419336341,124.62623074751222,57.68265146950308,0.18877415051365895,0.5272334417921378,0.5916347858148756,-2.937734042002054,3.5293688278169295,-3.0474635876129477,0.5259083
91.58339964797986,528.867126804301,57.08473534625613,36.04056560218881,54.96030102144114,35.404488638397986,61.22743971488559,1.4100326089470228,0.18961657780234828,2.8740123245648923,-2.092083907615227,4.966096232180119,-4.576992124303611,0.5259083
91.84573603001458,3127.3541149037865,28.517299600803234,85.63947076995707,161.0178724900451,106.9375289600796,68.58933357298743,-1.5291361502986947,-1.7393972804420412,2.7755975139843683,-3.563179642883139,6.338777156867508,2.818688594023921,0.5259083
93.16229058285727,678.7505424982002,67.77328890973327,29.06228181596684,145.9041150840248,151.39340770776772,44.237899769051126,1.9281088352994846,1.1484794826478733,3.617936420130374,0.6792502656600267,2.9386861544703473,3.4380273644576995,0.5259083
91.75482802109164,1270.022388351693,40.816633568254325,176.9748815501798,437.0889654573212,243.43945674119408,197.53166854584825,-0.41018603862282427,-0.3850492303587653,-0.9504463871797568,1.6219074881693043,-2.5723538753490613,-3.022055234044416,0.5259083
