m_ll,m_jj,pt_l1,pt_l2,pt_j1,pt_j2,pt_ll,eta_l1,eta_l2,eta_j1,eta_j2,delta_eta_jj,delta_phi_jj,cross_section_weight
97.30162271430369,943.3615729943677,108.56964326359095,20.778173832894822,75.50675979045893,44.10770332908042,90.78223880114591,0.7950767976811594,1.4422131440329415,3.308059440881704,-2.2806371955894185,5.588696636471123,1.481401350305696,0.10225022
90.4189830925246,2289.1634574103837,54.811762539882274,69.05797528962992,68.94499406591949,83.77626309770528,87.9221879105119,-0.36608781147654695,0.016954395159669355,-2.8835458850351645,3.9261060942566477,-6.809651979291813,-1.9282191674349272,0.10225022
88.37431658750008,443.93202423550014,65.59748290610946,83.68854767530019,59.1329342904509,118.46795786365622,136.11202749323667,-0.7989660203608747,0.03554345353165705,1.5139283553727405,-1.8267674853904874,3.340695840763228,1.4997106193806338,-0.10225022
91.90527933051702,509.9857106380471,109.58602953636088,44.059126699647756,166.11029486411996,250.28019055470824,140.16695125795937,-1.0095330419314132,-0.07945959067648974,-1.1325551353104928,0.3323200601533095,-1.4648751954638022,2.584730996836459,-0.10225022
63.57863357559225,1238.938687552321,15.466064278452253,116.07195834146691,32.67150688451764,123.27363544025526,115.49596156794166,0.05906986544596565,-0.15073221494176703,3.753814841942823,-2.187382058214029,5.941196900156852,-1.9423495980625376,-0.10225022
88.17903260932633,702.3851687235381,51.676508530199406,37.555480271855814,268.9668983946627,333.7531576183805,66.2018403601815,0.6410413663664455,2.0035515839938034,0.0657410316094259,-1.092306159679025,1.1580471912884507,3.0961400693762053,0.10225022
90.44006476214257,2330.880901032588,32.335784576759266,67.31537886410837,33.4217355867676,36.03644598060116,42.218233902653154,0.8535981035513363,0.9736900484426626,-4.529416380791321,3.8847328249749715,-8.414149205766293,4.446368829852533,0.10225022
90.014136589585,847.0577162500311,71.46588232919667,22.368851036904264,47.73503082485076,96.5999355005286,49.85137643157266,0.9631898624428719,1.975439923228756,-1.7811020091437764,3.253350441155916,-5.034452450299693,2.9961430340838477,0.10225022
85.24123549014115,750.4595346953574,54.65355395884353,26.396507902326192,175.88378505335785,182.09006063508753,28.495401606007665,-0.7795254158055451,0.20316768172799282,0.1213927716275484,-2.622335111318821,2.743727882946369,-2.9860305795716275,-0.10225022
112.12763803874374,477.30412639584677,29.332225706874205,50.41307812491416,35.49564772011673,59.872359045317864,48.45452285542084,-0.33907128817251925,1.696805051287222,-1.6112983690556222,3.0522752980238126,-4.663573667079435,2.1986692805809156,-0.10225022
